,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
748,Q259_17,2,A1,<3mo,,KENYA,1994.0,AF407152,"Q259.d2.17, Q259.17, Q259, Q259d2.17, Q259ENVd2.17, Q259_D2_17",Yes,Q259,panel,A1.KE.1994.Q259_17.AF407152,9.65253,4.76: Bricault2019_dataset2;7.12: Zhang2019a;8.5: Bricault2019_dataset3;8.5: Corti2010;8.5: Hraber2014;8.5: Montefiori CAVD CA-VIMC;10.2: Bricault2019;10.2: Chuang2013;10.2: Doria-Rose2014;10.2: Georgiev2013_dataset1;10.2: Huang2012a;10.2: Huang2016a_dataset1;13.4: Williams2017_dataset1;22.83: Morris2011
749,Q461_E2,2,A1,acute,,KENYA,1995.0,AF407156,"Q461e2, Q461, Q461.e2, Q461ENVe2",Yes,Q461,panel,A1.KE.1995.Q461_E2.AF407156,3.75862,2: Bricault2019_dataset3;2: Corti2010;2: Hraber2014;2: Montefiori CAVD CA-VIMC;2.29: Bricault2019_dataset2;2.33: Zhang2019a;5.53: Bricault2019;5.53: Chuang2013;5.53: Doria-Rose2014;5.53: Georgiev2013_dataset1;5.53: Huang2012a;5.53: Huang2016a_dataset1;6.59: Williams2017_dataset1;6.98: Morris2011
750,Q769_D22,2,A1,<12mo,,KENYA,1996.0,AF407158,"Q769d22, Q769, Q769ENVd22, Q769.d22",Yes,Q769,panel,A1.KE.1996.Q769_D22.AF407158,1.48347,0.4: Bricault2019_dataset3;0.4: Hraber2014;0.4: Montefiori CAVD CA-VIMC;1.61: Zhang2019a;1.73: Bricault2019;1.73: Chuang2013;1.73: Doria-Rose2014;1.73: Huang2012a;1.73: Huang2016a_dataset1;1.91: Bricault2019_dataset2;3.2: Crooks2015;3.88: Morris2011;4.45: Williams2017_dataset1
751,Q769_H5,,A1,<12mo,,KENYA,1996.0,AF407159,"Q769h5, Q765env.h5, Q769.h55, Q765.h5, Q769.h5",Yes,Q769,panel,A1.KE.1996.Q769_H5.AF407159,1.67734,0.4: Corti2010;1.17: Chuang2013;1.17: Georgiev2013_dataset1;1.17: Huang2012a;1.17: Huang2016a_dataset1;1.99: Rusert2016;2.3: Crooks2015;2.89: Bricault2019_dataset2;10.6: Williams2017_dataset1
752,Q842_D12,2,A1,<12mo,CCR5,KENYA,1994.0,AF407160,"Q842ENVd12, Q842_d12_PNS70d, Q842, Q842d12, Q842.d12",Yes,Q842,panel,A1.KE.1994.Q842_D12.AF407160,6.10362,2: Bricault2019_dataset3;2: Hraber2014;2: Montefiori CAVD CA-VIMC;2.82: Bricault2019_dataset2;4.18: Rusert2016;5.2: Corti2010;8.99: Bricault2019;8.99: Chuang2013;8.99: Doria-Rose2014;8.99: Georgiev2013_dataset1;8.99: Huang2012a;8.99: Huang2016a_dataset1;9: Moody2015;11.2: Williams2017_dataset1;11.56: Morris2011;12.3: Chen2014
753,QH0515_1,2,B,<3mo,CCR5,TRINIDAD AND TOBAGO,1994.0,AY835440,"QH0515.1, QH0515.01, QH0515_01, QH0515, QHO515, SVPB7",Yes,SC24,panel,B.TT.1994.QH0515_1.AY835440,2.70166,1.5: Crooks2015;2: Bricault2019;2: Chuang2013;2: Georgiev2013_dataset1;2: Huang2012a;2: Huang2016a_dataset1;2.25: Bricault2019_dataset2;5: Montefiori CAVD CA-VIMC;14.2: Williams2017_dataset1
754,QH0692_42,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1994.0,AY835439,"QH0692.42.SG3, SVPB6, QHO692_0.42, QHO692, QHO692.42, QH0692, QH0692.42, QH0692 clone 42, NIH-ARP-11018, QH0692_M",Yes,SC33,panel,B.TT.1994.QH0692_42.AY835439,2.19748,0.531: Bricault2019_dataset2;0.65: Rusert2016;1.4: Bricault2019_dataset3;1.4: Corti2010;1.4: Hraber2014;1.4: Montefiori CAVD CA-VIMC;1.6: Bricault2019;1.6: Chuang2013;1.6: Doria-Rose2014;1.6: Georgiev2013_dataset1;1.6: Huang2012a;1.6: Huang2016a_dataset1;2.5: Crooks2015;2.74: Williams2017_dataset1;4.98: Schultz2018_dataset2;6.19: Zhang2019a;6.9: Schultz2018_dataset1;7.64: Morris2011;12.67: Walker2009a
755,QH209_14M_A2,,A1,acute,,KENYA,2005.0,FJ866118,"QH029.14M.A2, QH209.14M.A2, QH209, QH209_14M_ENV_A2, QH209.14M.ENV.A2",Yes,QH209,panel,A1.KE.2005.QH209_14M_A2.FJ866118,4.7928,1.3: Bricault2019_dataset2;5.93: Bricault2019;5.93: Chuang2013;5.93: Huang2012a;5.93: Huang2016a_dataset1;7.54: Williams2017_dataset1
756,R1166_C1,2,01_AE,<12mo,,THAILAND,1998.0,JQ352783,"R1166.c1, R1166_C01, R1166, R1166rsga_c1, R1166rsga, R1166.c01",Yes,R1166,panel,01_AE.TH.1998.R1166_C1.JQ352783,1.65257,0.383: Zhang2019a;0.488: Bricault2019_dataset2;0.7: Montefiori CAVD CA-VIMC;2.4: Bricault2019_dataset3;2.4: Hraber2014;2.69: Bricault2019;2.69: Chuang2013;2.69: Huang2012a;2.69: Huang2016a_dataset1;3.85: Williams2017_dataset1
757,R2184_C4,2,01_AE,<12mo,CCR5,THAILAND,2001.0,JN944665,"R2184_C04, R2184rsga4, R2184.c04, R2184rsga_c4, R2184.c4, R2184",Yes,R2184,panel,01_AE.TH.2001.R2184_C4.JN944665,1.89801,0.223: Zhang2019a;0.576: Bricault2019_dataset2;1.79: Williams2017_dataset1;2.1: Bricault2019_dataset3;2.1: Hraber2014;2.9: Montefiori CAVD CA-VIMC;3.79: Bricault2019;3.79: Chuang2013;3.79: Huang2012a;3.79: Huang2016a_dataset1
758,R3265_C6,2,01_AE,chronic,,THAILAND,1999.0,JX512903,"R3265rsga, R3265rsga_c6, R3265.c6, R3265_C06, R3265.c06",Yes,R3265,panel,01_AE.TH.1999.R3265_C6.JX512903,6.37366,0.491: Zhang2019a;1.58: Bricault2019_dataset2;9.3: Williams2017_dataset1;15.6: Bricault2019;15.6: Chuang2013;15.6: Huang2012a;15.6: Huang2016a_dataset1;>25: Montefiori CAVD CA-VIMC;>50: Bricault2019_dataset3
759,RBF125,,O,,,FRANCE,1999.0,GU935991,,Yes,RBF125,panel,O.FR.1999.RBF125.GU935991,20.0,>10: Morgand2015;>50: Braibant2013
760,RBF168,,P,chronic,,FRANCE,2009.0,GU111555,,Yes,RBF168,panel,P.FR.2009.RBF168.GU111555,20.0,>10: Morgand2015;>50: Braibant2013
761,RBF189,,O,,,FRANCE,2008.0,GU936016,,Yes,RBF189,panel,O.FR.2008.RBF189.GU936016,20.0,>10: Morgand2015;>50: Braibant2013
762,RBF208,,DO,chronic,,FRANCE,2008.0,GQ351296,,Yes,RBF208,panel,DO.FR.2008.RBF208.GQ351296,20.0,>10: Morgand2015;>50: Braibant2013
763,REJO4541_67,2,B,acute,CCR5,UNITED STATES,2001.0,AY835449,"REJO_67, pREJO4541, REJO4541.67, SVPB16, REJO4541, REJO, NIH-ARP-11035, REJO.67, REJ04541.67, REJO4541 clone 67",Yes,REJO4541,panel,B.US.2001.REJO4541_67.AY835449,0.45254,0.13: Crooks2015;0.167: Bricault2019;0.167: Chuang2013;0.167: Georgiev2013_dataset1;0.167: Huang2012a;0.167: Huang2016a_dataset1;0.17: Doria-Rose2014;0.302: Bricault2019_dataset2;0.7: Bricault2019_dataset3;0.7: Corti2010;0.7: Hraber2014;0.7: Montefiori CAVD CA-VIMC;0.97: Rusert2016;1.87: Zhang2019a;2.61: Miglietta2014;3.14: Williams2017_dataset1
764,REJO_C,,B,<12mo,,UNITED STATES,2001.0,JN944943,,Yes,REJO4541,panel,B.US.2001.REJO_C.JN944943,22.19,22.19: Miglietta2014
765,RHPA4259_7,2,B,<12mo,CCR5,UNITED STATES,2000.0,AY835447,"RHPA, SVPB14, RHPA4259, NIH-ARP-11036, pRHPA4259, RHPA_7, RHPA4259 clone 7, RHPA4.7, RHPA4259.7, RHPA.7",Yes,RHPA4259,panel,B.US.2000.RHPA4259_7.AY835447,7.46992,0.42: Morris2011;1.01: Bricault2019_dataset2;2.9: Crooks2015;4.66: Zhang2019a;6.9: Bricault2019_dataset3;6.9: Corti2010;6.9: Hraber2014;6.9: Montefiori CAVD CA-VIMC;6.9: Scheid2009;7.92: Williams2017_dataset1;8.51: Miglietta2014;12.811: Chen2014;13.3: Bricault2019;13.3: Chuang2013;13.3: Doria-Rose2014;13.3: Georgiev2013_dataset1;13.3: Huang2012a;13.3: Huang2016a_dataset1;16.83: Schultz2018_dataset1;17: Rusert2016;17.83: Schultz2018_dataset2;>8: Pace2013
766,RHPA_C,,B,<12mo,,UNITED STATES,2000.0,JN944944,,Yes,RHPA4259,panel,B.US.2000.RHPA_C.JN944944,132.0,>66: Miglietta2014
767,RPW_0510_2,,B,,,THAILAND,,HM215435,RPW-0510.2,Yes,,panel,B.TH..RPW_0510_2.HM215435,0.8,0.8: Montefiori CAVD CA-VIMC
768,RUSP816_B3_ST11,,F1,,CCR5,RUSSIAN FEDERATION,2004.0,GU332506,,Yes,RUSP816,panel,F1.RU.2004.RUSP816_B3_ST11.GU332506,100.0,>50: Revilla2011
769,S018_18,,C,<12mo,,MALAWI,,,"SO18.18, S018, SO18_18, S018.18",Yes,,panel,C.MW..S018_18.,6.18201,1.6: Bricault2019_dataset2;4.11: Williams2017_dataset1;8.79: Bricault2019;8.79: Chuang2013;8.79: Georgiev2013_dataset1;8.79: Huang2012a;8.79: Huang2016a_dataset1
770,SC05_8C11_2344,2,B,acute T/F,,TRINIDAD AND TOBAGO,1993.0,EU289200,"SC05.8C11.2344, SC05",Yes,SC05,panel,B.TT.1993.SC05_8C11_2344.EU289200,4.25158,0.828: Zhang2019a;6.4: Bricault2019_dataset3;6.4: Corti2010;6.4: Hraber2014;6.4: Montefiori CAVD CA-VIMC
771,SC11_59,2,07_BC,,CCR5,CHINA,,HQ326127,SC11-59,Yes,,panel,07_BC.CN..SC11_59.HQ326127,0.82,0.82: Nie2020
772,SC12_10,2,08_BC,,,CHINA,,MN617366,SC12.10,Yes,,panel,08_BC.CN..SC12_10.MN617366,0.09,0.09: Nie2020
773,SC14_49,3,07_BC,,,CHINA,,MN617370,SC14.49,Yes,,panel,07_BC.CN..SC14_49.MN617370,0.56,0.56: Nie2020
774,SC17_32,3,07_BC,,CCR5,CHINA,,HQ326128,SC17-32,Yes,,panel,07_BC.CN..SC17_32.HQ326128,0.21,0.21: Nie2020
775,SC18_26,2,07_BC,,,CHINA,,MN617371,SC18.26,Yes,,panel,07_BC.CN..SC18_26.MN617371,3.02,3.02: Nie2020
776,SC19_15,1,07_BC,chronic,CCR5,CHINA,,HQ326129,SC19-15,Yes,,panel,07_BC.CN..SC19_15.HQ326129,0.13,0.13: Nie2020
777,SC20_15,3,07_BC,,CCR5,CHINA,,HQ326130,SC20-15,Yes,,panel,07_BC.CN..SC20_15.HQ326130,0.71,0.71: Nie2020
778,SC22_16,3,07_BC,,CCR5,CHINA,,HQ326132,SC22-16,Yes,,panel,07_BC.CN..SC22_16.HQ326132,0.33,0.33: Nie2020
779,SC24_40,2,07_BC,,CCR5,CHINA,,HM991498,SC24-40,Yes,,panel,07_BC.CN..SC24_40.HM991498,0.25,0.25: Nie2020
780,SC422_8,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1995.0,AY835441,"SVPB8, NIH-ARP-11058, SC422661_8, SC422661.8, SC422.8, SC422661, SC422",Yes,SC42,panel,B.TT.1995.SC422_8.AY835441,1.36582,0.343: Bricault2019_dataset2;0.9: Bricault2019_dataset3;0.9: Corti2010;0.9: Hraber2014;0.9: Montefiori CAVD CA-VIMC;0.9: Scheid2009;1.47: Morris2011;1.49: Bricault2019;1.49: Chuang2013;1.49: Doria-Rose2014;1.49: Georgiev2013_dataset1;1.49: Huang2012a;1.49: Huang2016a_dataset1;2.55: Williams2017_dataset1;2.78: Zhang2019a;6.35: Walker2009a
781,SC45_4B5_2631,2,B,acute,,TRINIDAD AND TOBAGO,1995.0,EU289201,"SC45.4B5.2631, SC45.4B5",Yes,SC45,panel,B.TT.1995.SC45_4B5_2631.EU289201,0.99,0.99: Montefiori CAVD CA-VIMC
782,SF162,1A,B,<12mo,CCR5,UNITED STATES,,EU123924,"SF162.LS, SF162_LS",Yes,SF162,panel,B.US..SF162.EU123924,1.31536,0.245: Bricault2019_dataset2;0.3: Scheid2009;0.412: Bricault2019;0.412: Chuang2013;0.412: Georgiev2013_dataset1;0.412: Huang2012a;0.412: Huang2016a_dataset1;1.6: Corti2010;1.6: Montefiori CAVD CA-VIMC;1.96: Miglietta2014;1.97: Zhang2019a;2.5: Moody2015;4.199: Wang2018a;4.28: Walker2009a;4.49: Williams2017_dataset1;6.93: Schultz2018_dataset2;8.76: Schultz2018_dataset1
783,SG3,,B,chronic,,UNITED STATES,1987.0,L02317,,Yes,BCSG3,non-panel,B.US.1987.SG3.L02317,1.54,1.54: Gardner2015
784,SH6_81,3,01_AE,acute,CCR5,CHINA,2008.0,GU475032,SH6.81,Yes,,panel,01_AE.CN.2008.SH6_81.GU475032,11.12,11.12: Nie2020
785,SHX335_24,3,01_AE,acute,CCR5,CHINA,2008.0,GU475033,SHX335.24,Yes,,panel,01_AE.CN.2008.SHX335_24.GU475033,1.93,1.93: Nie2020
786,SHX346_60,3,01_AE,acute,CCR5,CHINA,2008.0,GU475034,SHX346.60,Yes,,panel,01_AE.CN.2008.SHX346_60.GU475034,1.58,1.58: Nie2020
787,SO032_A2_8_1,1A,C,<12mo,,SOUTH AFRICA,2008.0,KF114894,SO032_A2.8-1,Yes,503_05677_So032,panel,C.ZA.2008.SO032_A2_8_1.KF114894,0.74,0.74: Bricault2019_dataset1;0.74: Wagh2016
788,SO186_H6_5,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681247,"SO186_H6_5C, So186_H6_5",Yes,503_10071_SO186,panel,C.ZA.2008.SO186_H6_5.JN681247,6.1,6.1: Bricault2019_dataset1;6.1: Wagh2016
789,SO225_H11_12,2,C,<12mo,,SOUTH AFRICA,2007.0,JN681252,"SO_225_H11_12C, So225_H11_12",Yes,503_07518_SO225,panel,C.ZA.2007.SO225_H11_12.JN681252,100.0,>50: Bricault2019_dataset1;>50: Wagh2016
790,SO405_T24_5,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681248,"So405_T24_5, SO405_T24_5C",Yes,503_08252_SO405,panel,C.ZA.2008.SO405_T24_5.JN681248,0.2,0.2: Bricault2019_dataset1;0.2: Wagh2016
791,SO431_C1_1,2,C,<3mo,,SOUTH AFRICA,2007.0,JN681246,"So431_C1_1, S0431_C1_1C",Yes,503_07352_SO431,panel,C.ZA.2007.SO431_C1_1.JN681246,2.5,2.5: Bricault2019_dataset1;2.5: Wagh2016
792,SO607_B6_9,3,C,<12mo,,SOUTH AFRICA,2008.0,KF114895,SO607_B6.9,Yes,503_01918_SO607,panel,C.ZA.2008.SO607_B6_9.KF114895,50,50: Wagh2016;>50: Bricault2019_dataset1
793,SO706_T10B_3,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681249,"SO706_T10b_3C, So706_T10b_3",Yes,503_09289_SO706,panel,C.ZA.2008.SO706_T10B_3.JN681249,100.0,>50: Bricault2019_dataset1;>50: Wagh2016
794,SS1196_1,1B,B,<12mo,CCR5,UNITED STATES,1997.0,AY835442,"SVPB9, SS1196, SS1196.01, SS1196.1, SS1196_01",Yes,SS1196,panel,B.US.1997.SS1196_1.AY835442,0.51868,0.244: Bricault2019_dataset2;0.3: Scheid2009;0.4: Corti2010;0.4: Montefiori CAVD CA-VIMC;0.415: Williams2017_dataset1;0.686: Bricault2019;0.686: Chuang2013;0.686: Georgiev2013_dataset1;0.686: Huang2012a;0.686: Huang2016a_dataset1;0.99: Zhang2019a
795,SUMA_D5_8_2,2,B,acute,,UNITED STATES,1991.0,EU577054,"SUMA-d5.8-2, SUMA_d5_8_2",Yes,SUMA0874,panel,B.US.1991.SUMA_D5_8_2.EU577054,13.2,13.2: Montefiori CAVD CA-VIMC
796,T250_4,2,02_AG,<12mo,,CAMEROON,2004.0,EU513189,"T250.4, T250-4.SG3, 250, 250-4, T250-4, CRF02_AG_250, 250_4, T250, CRF250",Yes,250,panel,02_AG.CM.2004.T250_4.EU513189,1.17424,0.361: Bricault2019;0.361: Chuang2013;0.361: Huang2012a;0.361: Huang2016a_dataset1;0.756: Zhang2019a;0.868: Rusert2016;1.07: Bricault2019_dataset2;3.1: Bricault2019_dataset3;3.1: Corti2010;3.1: Hraber2014;3.1: Montefiori CAVD CA-VIMC;6.24: Williams2017_dataset1
797,T251_18,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513196,"251_18, T251-18, T251.18, 251-18, T25118, NIH-ARP-11595, T251",Yes,251,panel,02_AG.CM.2004.T251_18.EU513196,3.64417,0.666: Bricault2019_dataset2;0.905: Zhang2019a;2.6: Bricault2019_dataset3;2.6: Corti2010;2.6: Hraber2014;2.6: Montefiori CAVD CA-VIMC;6.94: Williams2017_dataset1;9.42: Bricault2019;9.42: Chuang2013;9.42: Huang2012a;9.42: Huang2016a_dataset1
798,T252_7,2,A1G,<12mo,CCR5,CAMEROON,2004.0,EU513190,"252_7, NIH-ARP-11596, 252-7",Yes,252,panel,A1G.CM.2004.T252_7.EU513190,7.91973,5.39: Rusert2016;9.6: Corti2010;9.6: Montefiori CAVD CA-VIMC
799,T253_11,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2004.0,EU513191,"253, 253-11, T253-11, NIH-ARP-11597",Yes,253,panel,02_AG.CM.2004.T253_11.EU513191,1.53051,0.755: Bricault2019;0.755: Chuang2013;0.755: Huang2012a;0.755: Huang2016a_dataset1;1.21: Bricault2019_dataset2;2.2: Williams2017_dataset1;5.9: Corti2010;5.9: Montefiori CAVD CA-VIMC
800,T255_34,2,02_AG,<12mo,,CAMEROON,2004.0,EU513184,"T255, 255-34, 255_34, T255.34, T255-34, 255",Yes,255,panel,02_AG.CM.2004.T255_34.EU513184,0.24252,0.023: Chuang2013;0.023: Huang2012a;0.023: Huang2016a_dataset1;0.228: Bricault2019_dataset2;0.326: Zhang2019a;0.6: Bricault2019_dataset3;0.6: Corti2010;0.6: Hraber2014;0.6: Montefiori CAVD CA-VIMC;0.899: Williams2017_dataset1;1.62: Bricault2019
801,T257_31,2 or 3,02A1,<12mo,CCR5,CAMEROON,2004.0,EU513185,"T257, 257-31, NIH-ARP-11599, T257.31, T257-31, 257_31",Yes,257,panel,02A1.CM.2004.T257_31.EU513185,1.43869,0.336: Bricault2019_dataset2;1.03: Zhang2019a;1.2: Bricault2019_dataset3;1.2: Corti2010;1.2: Hraber2014;1.2: Montefiori CAVD CA-VIMC;2: Bricault2019;2: Chuang2013;2: Huang2012a;2: Huang2016a_dataset1;4.76: Williams2017_dataset1
802,T278_50,2 or 3,02_AG,<12mo,CCR5,CAMEROON,2005.0,EU513198,"T278.5, 278_50, T278-50.SG3, T278-50, T278, NIH-ARP-11605, 278, 278-50",Yes,278,panel,02_AG.CM.2005.T278_50.EU513198,1.46043,0.357: Bricault2019_dataset2;0.423: Williams2017_dataset1;1.3: Bricault2019_dataset3;1.3: Corti2010;1.3: Hraber2014;1.3: Montefiori CAVD CA-VIMC;1.48: Zhang2019a;3.17: Bricault2019;3.17: Chuang2013;3.17: Huang2012a;3.17: Huang2016a_dataset1
803,T280_5,2,02A1,<12mo,CCR5,CAMEROON,2005.0,EU513183,"280_5, T280-5, NIH-ARP-11606, 280, 280-5",Yes,280,panel,02A1.CM.2005.T280_5.EU513183,1.9539,0.715: Bricault2019_dataset2;0.726: Bricault2019;0.726: Chuang2013;0.726: Huang2012a;0.726: Huang2016a_dataset1;8.1: Corti2010;8.1: Montefiori CAVD CA-VIMC;16.3: Williams2017_dataset1
804,TH023_6,1A,01_AE,chronic,CCR5,THAILAND,1992.0,KU562843,"TH023.6, TH023, 92TH023",Yes,TH023,panel,01_AE.TH.1992.TH023_6.KU562843,0.0056462,0.0003: Bricault2019_dataset2;0.004: Williams2017_dataset1;0.15: Chenine2018
805,TH966_8,,01_AE,chronic,CCR5,THAILAND,1993.0,U08456,"93TH966, 93TH966.8, TH966.8",Yes,966,panel,01_AE.TH.1993.TH966_8.U08456,0.066112,0.039: Bricault2019_dataset2;0.046: Williams2017_dataset1;0.079: Bricault2019;0.079: Chuang2013;0.079: Georgiev2013_dataset1;0.079: Huang2012a;0.079: Huang2016a_dataset1
806,TH976_17,2,01_AE,chronic,CCR5,THAILAND,1993.0,U08458,"TH976.17, 93TH976.17, 93TH976",Yes,976,panel,01_AE.TH.1993.TH976_17.U08458,0.2654,0.21: Doria-Rose2014;0.213: Bricault2019;0.213: Chuang2013;0.213: Georgiev2013_dataset1;0.213: Huang2012a;0.213: Huang2016a_dataset1;0.392: Bricault2019_dataset2;0.682: Williams2017_dataset1
807,THRO4156,2,B,acute,CCR5,UNITED STATES,2000.0,AY835448,"THRO4156_18, THRO4156.18, THRO_18, THRO, THRO.18, THR04156.18, THR0.18, NIH-ARP-11037, SVPB15",Yes,THRO4156,panel,B.US.2000.THRO4156.AY835448,0.88724,0.092: Bricault2019_dataset2;0.3: Bricault2019_dataset3;0.3: Corti2010;0.3: Hraber2014;0.3: Montefiori CAVD CA-VIMC;0.82: Williams2017_dataset1;1.05: Miglietta2014;1.77: Bricault2019;1.77: Chuang2013;1.77: Doria-Rose2014;1.77: Georgiev2013_dataset1;1.77: Huang2012a;1.77: Huang2016a_dataset1;1.8: Moody2015;4.68: Walker2009a
808,THRO_C,,B,<12mo,,UNITED STATES,2000.0,JN944946,,Yes,THRO4156,non-panel,B.US.2000.THRO_C.JN944946,7.25,7.25: Miglietta2014
809,TRJO4551_58,3,B,acute,CCR5,UNITED STATES,2001.0,AY835450,"SVPB17, TRJO_58, TRJO4551.58, TRJ0.58, TRJO, TRJ04551.58, TRJO.58, TRJO4551, NIH-ARP-11034",Yes,TRJO4551,panel,B.US.2001.TRJO4551_58.AY835450,6.42096,1.13: Bricault2019_dataset2;2.97: Zhang2019a;4.5: Bricault2019_dataset3;4.5: Corti2010;4.5: Hraber2014;4.5: Montefiori CAVD CA-VIMC;8.75: Bricault2019;8.75: Chuang2013;8.75: Doria-Rose2014;8.75: Georgiev2013_dataset1;8.75: Huang2012a;8.75: Huang2016a_dataset1;8.8: Moody2015;9.6: Crooks2015;11.94: Walker2009a;13.4: Williams2017_dataset1
810,TRO_11,2,B,acute,CCR5,ITALY,1995.0,AY835445,"TRO.11, TRO clone 11, SVPB12, TRO, TRO11, NIH-ARP-11023, TROII, B4(TRO.11)",Yes,TRO,panel,B.IT.1995.TRO_11.AY835445,0.43442,0.028: Bricault2019_dataset2;0.113: Rusert2016;0.3: Bricault2019_dataset3;0.3: Corti2010;0.3: Decamp2014;0.3: Hraber2014;0.3: Montefiori CAVD CA-VIMC;0.3: Morris2011;0.3: Scheid2009;0.46: LaBranche2018;0.599: Bricault2019;0.599: Chuang2013;0.599: Georgiev2013_dataset1;0.599: Huang2012a;0.599: Huang2016a_dataset1;0.6: Crooks2015;0.6: Doria-Rose2014;0.769: Zhang2019a;0.799: Williams2017_dataset1;1.19: Webb2015;1.204: Chen2014;1.39: Walker2009a
811,TT29P_3A1_2769,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1998.0,EU577190,TT29P-CRC01910.3A1,Yes,TT29P,panel,B.TT.1998.TT29P_3A1_2769.EU577190,6.9,6.9: Montefiori CAVD CA-VIMC
812,TT31P_2F10_2792,2,B,acute,CCR5,TRINIDAD AND TOBAGO,1998.0,EU577213,TT31P-CRC03428.2F10,Yes,TT31P,panel,B.TT.1998.TT31P_2F10_2792.EU577213,3.6,3.6: Montefiori CAVD CA-VIMC
813,TV1_21,1 or 2,C,<12mo,,SOUTH AFRICA,1998.0,HM215437,"TV1.21, TV1.21.SG3",Yes,TV001,panel,C.ZA.1998.TV1_21.HM215437,1.85742,1.5: Montefiori CAVD CA-VIMC;2.3: Moody2015
814,TV1_29,,C,chronic,,SOUTH AFRICA,1998.0,EU855132,"TV1.29.SG3, TV001, TV1.29",Yes,TV001,panel,C.ZA.1998.TV1_29.EU855132,1.50057,0.248: Bricault2019_dataset2;1.95: Bricault2019;1.95: Chuang2013;1.95: Georgiev2013_dataset1;1.95: Huang2012a;1.95: Huang2016a_dataset1;2.45: Williams2017_dataset1
815,TZA125_17,,C,chronic,CCR5,TANZANIA,2001.0,JQ362423,"TZA125.17, TZA125",Yes,A125,panel,C.TZ.2001.TZA125_17.JQ362423,0.46095,0.217: Bricault2019_dataset2;0.431: Bricault2019;0.431: Chuang2013;0.431: Georgiev2013_dataset1;0.431: Huang2012a;0.431: Huang2016a_dataset1;1.37: Williams2017_dataset1
816,TZBD_02,,C,chronic,CCR5,TANZANIA,2001.0,JQ362424,"TZBD, TZBD.02",Yes,BD911,panel,C.TZ.2001.TZBD_02.JQ362424,2.23068,1.41: Bricault2019_dataset2;2.32: Bricault2019;2.32: Chuang2013;2.32: Georgiev2013_dataset1;2.32: Huang2012a;2.32: Huang2016a_dataset1;2.9: Williams2017_dataset1
817,UG021_16,,D,chronic,CXCR4,UGANDA,1992.0,U27399,"92UG021, UG021.16",Yes,UG021,panel,D.UG.1992.UG021_16.U27399,0.15798,0.046: Bricault2019_dataset2;0.196: Bricault2019;0.196: Chuang2013;0.196: Huang2012a;0.196: Huang2016a_dataset1;0.229: Williams2017_dataset1
818,UG024_2,,D,chronic,CXCR4,UGANDA,1992.0,U43386,"92UG024, 92UG024_2, UG024.2, 92UG024_D",Yes,UG024,panel,D.UG.1992.UG024_2.U43386,0.13258,0.053: Bricault2019_dataset2;0.091: Bricault2019;0.091: Chuang2013;0.091: Georgiev2013_dataset1;0.091: Huang2012a;0.091: Huang2016a_dataset1;0.133: Williams2017_dataset1;2.17: Walker2009a
819,UG037_8,1,A1,chronic,CCR5,UGANDA,1992.0,U09127,"UG037.8.SG3, 92UG037, UG037.8, 92UG037.8",Yes,UG037,panel,A1.UG.1992.UG037_8.U09127,0.62359,0.048: Bricault2019_dataset2;0.345: Williams2017_dataset1;0.5: Doria-Rose2014;0.504: Bricault2019;0.504: Chuang2013;0.504: Georgiev2013_dataset1;0.504: Huang2012a;0.504: Huang2016a_dataset1;1.104: Chen2014;2.11: Kovacs2012;8.84: Walker2009a
820,UNC6316_11,,H,chronic,,UNITED STATES,,HM215438,UNC6316.11,Yes,,panel,H.US..UNC6316_11.HM215438,11.48,11.48: Montefiori CAVD CA-VIMC
821,VA40774,,B,chronic,CXCR4,UNITED STATES,2016.0,MK499378,,Yes,VA40774 ,non-panel,B.US.2016.VA40774.MK499378,29.82,29.82: Silver2019
822,VLGC_A1,,A1,chronic,,BELGIUM,,AY669698,VLGCA1,Yes,A1-VLGC,panel,A1.BE..VLGC_A1.AY669698,4.58,4.58: Walker2009a
823,VLGC_B3,,B,<12mo,,BRAZIL,,AY669720,VLGCB3,Yes,B3-VLGC,panel,B.BR..VLGC_B3.AY669720,5.76,5.76: Walker2009a
824,W61D_TCLA_71,1A,B,,,NETHERLANDS,,HM215359,W61D-TCLA.71,Yes,ACH320,panel,B.NL..W61D_TCLA_71.HM215359,0.03,0.03: Montefiori CAVD CA-VIMC
825,WEAU_D15_410,2,B,acute T/F,,UNITED STATES,1990.0,EU289202,"WEAU.d15.410.787, WEAU, WEAU_D15_410_787, WEAU_D15_410_5017, WEAU_d15_410_5017, WEAU-d15.410.787, WEAU_d15_410_787, pWEAUd15.410.5017",Yes,WEAU0575,panel,B.US.1990.WEAU_D15_410.EU289202,0.82829,0.52: Morris2011;0.621: Zhang2019a;1: Bricault2019_dataset3;1: Corti2010;1: Hraber2014;1: Montefiori CAVD CA-VIMC
